,Unnamed: 0,ts,ID,DLC,bin
20335,7409,3.613695,17E,8,100011111111
27011,7411,3.6141,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13536,7412,3.614354,29A,8,100011110111
33460,5804,3.615611,3B7,7,11001010011000100000101011100010000000000000000000000001
36763,7315,3.616109,218,2,111100100000010
15519,7415,3.617109,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10705,7417,3.617494,189,8,0011001000000010110001010011110010010000110000100000000000000000
42350,738,3.617973,500,6,111100110100010000000000000010110000110100000000
3895,7419,3.61948,217,8,1111111111111111000000110000000000000000000000000000000001100000
34989,7484,3.619828,2B9,4,00110110111111001010010000000000
38260,1487,3.621305,3FA,3,110000010000000000000000
29703,7425,3.622471,55D,8,0000011000011101111101000000111110010001100000000000000010000000
24001,7426,3.622782,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30331,7428,3.623239,0C6,8,0111110101011111100000000000000010000000000000011010001010000000
5581,7429,3.623453,12E,8,1100101110000000000000000111111111010000111111111111111100000000
20336,7430,3.623692,17E,8,100011111111
27012,7431,3.623936,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18352,7432,3.624176,211,8,0100011000000000111111111111111100001010000000000000000011101011
2099,7433,3.624427,242,8,0000000000000000111111111110111111111110000000000000110100000000
9023,7435,3.62481,29C,8,0000000000000000000000000000000011111111111111110000000000000000
39734,1506,3.625479,653,5,0101010000010000101100110101001010001000
15520,7437,3.626545,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10706,7439,3.626985,189,8,0011001000000010110001010011110010010000110000100000000000000000
24002,7448,3.632803,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30332,7450,3.633218,0C6,8,0111110101011111100000000000000010000000000000011010010001111110
5582,7451,3.633465,12E,8,1100101010000000000000000111111111100000111111111111111100000000
20337,7452,3.633713,17E,8,100011111111
27013,7453,3.63397,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13537,7454,3.634208,29A,8,100111110110
42351,1510,3.634646,500,6,011110010000110000001110000000000000000011110000
41081,7320,3.634807,657,3,010100011100000011000000
33461,7325,3.635923,3B7,7,10010110000000000000000000000000111111100000000000000000
36764,7313,3.636311,218,2,1011010010011000
34990,7568,3.636509,2B9,4,01000011111100010010000000011011
15521,7457,3.636763,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10707,7459,3.637185,189,8,0011001000000010110001010011110010010000110000100000000000000000
3896,7461,3.638779,217,8,1111111111111111000000110000000000000000000000000000000001100000
38261,7588,3.641312,3FA,3,011000000011011011000000
24003,7465,3.642807,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30333,7467,3.643209,0C6,8,0111110101011111100000000000000010000000000000011010011001111100
5583,7468,3.643448,12E,8,1100101010000000000000000111111111100000111111111111111100000000
20338,7469,3.643695,17E,8,100011111111
27014,7470,3.643942,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18353,7471,3.644182,211,8,0100011000000000111111111111111100001010000000000000000011101010
2100,7472,3.644424,242,8,0000000000000000111111111110111111111110000000000000110100000000
9024,7474,3.644823,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1256,7475,3.645065,354,8,0
15522,7476,3.647042,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10708,7478,3.647475,189,8,0011001000000010110001010011110010010000110000100000000000000000
36,7480,3.64792,5DE,8,1000010
39735,3007,3.650482,653,5,0001001101011101000000000000000001000100
42352,1509,3.651319,500,6,010001000000000011100000111111111111111000000001
30334,7488,3.653147,0C6,8,0111110101011111100000000000000010000000000000011010100001111010
34991,7571,3.653191,2B9,4,10000001011010001001101000000000
5584,7489,3.653388,12E,8,1100101010000000000000000111111111110000111111111111111100000000
24004,7490,3.653626,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20339,7491,3.653872,17E,8,100011111111
27015,7492,3.654118,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13538,7493,3.654362,29A,8,101011110101
8576,7495,3.654791,2C2,8,0000100100111011000000000000000000000000000000000000000000000000
362,7497,3.655229,3F7,8,0000100000000000000001000000000000000000000000000000000000000000
8274,7498,3.655475,4AD,8,0000000011111111111111110000000000000000000000000000000000000000
3453,7499,3.655753,4F8,8,0101100000010000001100001111111111111111000000111111111100000000
33462,7277,3.656236,3B7,7,10111010001100111111111101000001010011110111111101000110
36765,1473,3.656512,218,2,101111011111110
15523,7501,3.657581,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
3897,7503,3.658577,217,8,1111111111111111000000110000000000000000000000000000000001100000
41082,7528,3.660049,657,3,100100100100000000000000
23376,7506,3.660888,2BC,8,1001010011100101111110000001001011011001100101110110101111111100
38262,7446,3.661319,3FA,3,000011100011101100000000
24005,7507,3.662819,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30335,7509,3.663218,0C6,8,0111110101011111100000000000000010000000000000011010101001111000
5585,7510,3.663456,12E,8,1100101010000000000000000111111111110000111111111111111100000000
20340,7511,3.663704,17E,8,100011111111
27016,7512,3.663951,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18354,7513,3.664186,211,8,0100011000000000111111111111111100001010000000000000000011101011
2101,7514,3.664432,242,8,0000000000000000111111111110111111111110000000000000110100000000
9025,7516,3.664823,29C,8,0000000000000000000000000000000011111111111111110000000000000000
40858,769,3.664886,69F,5,1100010000110100000000000000000000010000
15524,7521,3.666574,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10709,7523,3.66702,189,8,0011001000000010110001010011110010010000110000100000000000000000
42353,3734,3.667992,500,6,100100000000000000000110000000000000000000000000
34992,7482,3.669872,2B9,4,11001000110000000000000000000000
836,7529,3.672418,699,8,0010101000000000000000101111000010111111000000000000100000000000
24006,7530,3.672821,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30336,7532,3.673241,0C6,8,0111110101011111100000000000000010000000000000011010110001110110
5586,7533,3.673486,12E,8,1100101010000000000000000111111111100000111111111111111100000000
20341,7534,3.673734,17E,8,100011111111
27017,7535,3.67398,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13539,7536,3.674226,29A,8,101111110100
39736,7567,3.675486,653,5,1111001100010000000100000000000000000000
33463,754,3.676548,3B7,7,00011011001100100000100000000000000001101111011000000100
15525,7542,3.676578,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
36766,7587,3.676714,218,2,101011110000
10710,7544,3.677026,189,8,0011001000000010110001010011110010010000110000100000000000000000
3898,7547,3.67862,217,8,1111111111111111000000110000000000000000000000000000000001100000
38263,7442,3.681327,3FA,3,111011100000000000000100
24007,7550,3.682777,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30337,7552,3.683198,0C6,8,0111110101011111100000000000000010000000000000011010111001110100
5587,7553,3.683442,12E,8,1100101010000000000000000111111111100000111111111111111100000000
20342,7554,3.68369,17E,8,100011111111
27018,7555,3.683938,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18355,7556,3.684173,211,8,0100011000000000111111111111111100001010000000000000000011101011
2102,7557,3.68442,242,8,0000000000000000111111111110111111111110000000000000110100000000
42354,7546,3.684664,500,6,000000010001000010010001010011010010000001100000
9026,7559,3.68481,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1257,7560,3.685061,354,8,0
41083,7519,3.68529,657,3,001001010000100000000000
19709,7561,3.685304,5000000000.0,8,0000000000111000000000000000000000000000000110000000000000000000
34993,7483,3.686553,2B9,4,11001101110000000000000000000000
15526,7562,3.687114,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10711,7564,3.687563,189,8,0011001000000010110001010011110010010000110000100000000000000000
899,7569,3.690537,5DA,8,0011100101100111000000000000000010011001001001001011011100100000
33017,7570,3.690781,648,8,0000000000000000000000000111111011111100011111101111110000000110
23016,7572,3.691172,66A,8,0000000011111110000000000001001100010011110000000000000000000000
24008,7573,3.692781,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30338,7575,3.693204,0C6,8,0111110101011111100000000000000010000000000000011011000001110010
5588,7576,3.693449,12E,8,1100101010000000000000000111111111100000111111111111111100000000
20343,7577,3.693697,17E,8,100011111111
27019,7579,3.694105,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13540,7580,3.694349,29A,8,110011110011
15527,7583,3.696544,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
33464,1474,3.69686,3B7,7,01101000111111111111111111111111111111111111111111110000
36767,7589,3.696916,218,2,1001001100000000
10712,7585,3.696994,189,8,0011001000000010110001010011110010010000110000100000000000000000
3899,7590,3.698569,217,8,1111111111111111000000110000000000000000000000000000000001100000
39737,7423,3.700489,653,5,1011101000000000000000010110100000000000
38264,7445,3.701334,3FA,3,110101100000000000000000
42355,7422,3.701337,500,6,110111100000001000001100111011000100101111010101
24009,7593,3.702789,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30339,7595,3.703209,0C6,8,0111110101011111100000000000000010000000000000011011001001110000
34994,7464,3.703234,2B9,4,10001110110110010010001000000000
5589,7596,3.703453,12E,8,1100101010000000000000000111111111100000111111111111111100000000
20344,7597,3.703701,17E,8,100011111111
27020,7598,3.703948,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18356,7599,3.704183,211,8,0100011000000000111111111111111100001010000000000000000011101011
2103,7600,3.70443,242,8,0000000000000000111111111110111111111110000000000000110100000000
9027,7602,3.70482,29C,8,0000000000000000000000000000000011111111111111110000000000000000
15528,7604,3.706539,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10713,7606,3.706989,189,8,0011001000000010110001010011110010010000110000100000000000000000
41084,7526,3.710532,657,3,111000000011111001000100
14896,7608,3.712432,350,8,1100011100100011010111010110001100010100110010001001010010000101
30340,7611,3.713083,0C6,8,0111110101011111100000000000000010000000000000011011010001101110
5590,7612,3.713327,12E,8,1100101110000000000000010111111111100000111111111111111100000000
24010,7613,3.713562,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20345,7614,3.71381,17E,8,100011111111
27021,7615,3.714056,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13541,7616,3.714305,29A,8,110111110010
363,7619,3.714923,3F7,8,0000100000000000000001000000000000000000000000000000000000000000
15529,7620,3.716588,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10714,7622,3.71704,189,8,0011001000000010110001010011110010010000110000100000000000000000
36768,7520,3.717118,218,2,111010100000010
33465,6006,3.717173,3B7,7,11011010011000100000101011100010000000000000000000000001
42356,760,3.71801,500,6,111000110100010000000000000011001111010000000000
3900,7624,3.718608,217,8,1111111111111111000000110000000000000000000000000000000001100000
34995,7688,3.719916,2B9,4,00110111111111001010010000000000
38265,1527,3.721341,3FA,3,100000000000000000000000
29704,7630,3.722747,55D,8,0000011000011101111101000000111110010001100000000000000010000000
30341,7632,3.723169,0C6,8,0111110101011111100000000000000010000000000000011011011001101100
5591,7633,3.723411,12E,8,1100101110000000000000010111111111100000111111111111111100000000
24011,7634,3.723648,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20346,7635,3.723896,17E,8,100011111111
27022,7636,3.724142,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18357,7637,3.724378,211,8,0100011000000000111111111111111100001010000000000000000011101011
2104,7638,3.724625,242,8,0000000000000000111111111110111111111110000000000000110100000000
9028,7640,3.725015,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1258,7641,3.725265,354,8,0
39738,1550,3.725492,653,5,0101110100010000101100110101001010001000
15530,7642,3.727382,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10715,7644,3.727839,189,8,0011001000000010110001010011110010010000110000100000000000000000
24012,7653,3.732803,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30342,7655,3.733234,0C6,8,0111110101011111100000000000000010000000000000011011100001101010
5592,7656,3.733471,12E,8,1100101110000000000000000111111111010000111111111111111100000000
20347,7657,3.733719,17E,8,100011111111
27023,7658,3.733965,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13542,7659,3.734212,29A,8,111011110001
42357,1547,3.734682,500,6,011110010000110000001110000000000000000011110000
41085,7525,3.735774,657,3,010101111100000011000000
34996,7771,3.736597,2B9,4,10010011111100010010000000011011
15531,7662,3.736619,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10716,7664,3.737065,189,8,0011001000000010110001010011110010010000110000100000000000000000
36769,7517,3.737319,218,2,1010000010011000
33466,7539,3.737485,3B7,7,10000010000000000000000000000000111111100000000000000000
3901,7666,3.738711,217,8,1111111111111111000000110000000000000000000000000000000001100000
38266,7791,3.741348,3FA,3,011000100011000000110000
24013,7670,3.742772,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30343,7672,3.743193,0C6,8,0111110101011111100000000000000010000000000000011011101001101000
5593,7673,3.743431,12E,8,1100101110000000000000000111111111010000111111111111111100000000
20348,7674,3.74368,17E,8,100011111111
27024,7675,3.743926,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18358,7676,3.744162,211,8,0100011000000000111111111111111100001010000000000000000011101100
2105,7677,3.744408,242,8,0000000000000000111111111110111111111110000000000000110100000000
9029,7679,3.744799,29C,8,0000000000000000000000000000000011111111111111110000000000000000
15532,7681,3.746468,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10717,7683,3.746918,189,8,0011001000000010110001010011110010010000110000100000000000000000
37,7685,3.747368,5DE,8,1000010
39739,3093,3.750495,653,5,0001001101011101000000000000000001000100
42358,1545,3.751355,500,6,010101100000000011100000111111111111111000000001
8275,7690,3.752802,4AD,8,0000000011111111111111110000000000000000000000000000000000000000
30344,7692,3.753222,0C6,8,0111110101011111100000000000000010000000000000011011110001100110
34997,7774,3.753278,2B9,4,11010001011010001001011000000000
5594,7693,3.753468,12E,8,1100101110000000000000000111111111100000111111111111111100000000
24014,7694,3.753705,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20349,7695,3.753953,17E,8,100011111111
27025,7696,3.754199,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13543,7697,3.754449,29A,8,111111110000
8577,7699,3.754879,2C2,8,0000101000111011000000000000000000000000000000000000000000000000
15533,7703,3.757176,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
3454,7705,3.757472,4F8,8,0101100000010000001100001111111111111111000000111111111100000000
36770,1516,3.757521,218,2,101110011111110
33467,7481,3.757798,3B7,7,10111011001100111111111101000001010011110111111101000110
3902,7706,3.758587,217,8,1111111111111111000000110000000000000000000000000000000001100000
23377,7709,3.760911,2BC,8,1001010011010111010110001001111010000000101010000010101011001000
41086,7731,3.761015,657,3,100100010100000000000000
38267,7651,3.761355,3FA,3,100011100011111111000000
24015,7710,3.762794,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30345,7712,3.76322,0C6,8,0111110101011111100000000000000010000000000000011011111001100100
5595,7713,3.763466,12E,8,1100101110000000000000000111111111100000111111111111111100000000
20350,7714,3.763714,17E,8,100011111111
27026,7715,3.76396,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18359,7716,3.764196,211,8,0100011000000000111111111111111100001010000000000000000011101011
2106,7717,3.764442,242,8,0000000000000000111111111110111111111110000000000000110100000000
9030,7719,3.764834,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1259,7721,3.765196,354,8,0
15534,7724,3.767009,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10718,7726,3.767459,189,8,0011001000000010110001010011110010010000110000100000000000000000
42359,3839,3.768028,500,6,101100000000000000000110000000000000000000000000
34998,7686,3.769959,2B9,4,01001010110000000000000000000000
30346,7734,3.773084,0C6,8,0111110101011111100000000000000010000000000000011010000010000010
5596,7735,3.773324,12E,8,1100101110000000000000010111111111110000111111111111111100000000
24016,7736,3.773561,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20351,7737,3.773808,17E,8,100011111111
27027,7739,3.774217,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13544,7740,3.774463,29A,8,11111111
364,7743,3.775082,3F7,8,0000100000000000000001000000000000000000000000000000000000000000
39740,7770,3.775499,653,5,1111001100010000000100000000000000000000
15535,7745,3.776681,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10719,7747,3.777131,189,8,0011001000000010110001010011110010010000110000100000000000000000
